,chart_position,track,artist,streams,url
221928,169,Mariajuana,Los Vasquez,176807,https://open.spotify.com/track/41axLDYnS1sPpENZ654sCN
221931,172,El Gorro De Lana,Jorge Yanez,175197,https://open.spotify.com/track/5SzulBwF8cuR7AMnDM4CAL
221937,178,Sube a Nacer Conmigo Hermano,Los Jaivas,170156,https://open.spotify.com/track/4fvBHLNI8Ssmzll6uXdaOr
221943,184,No Me Mires a los Ojos,Maihuen de los Angeles,166479,https://open.spotify.com/track/3sTr1lVupnIROawz6k7al2
221951,192,Mi Banderita Chilena,Silvia Infantas Y Los Condores,163230,https://open.spotify.com/track/1gJmjUK36JKbJOW2A7xHmr
222121,162,VETE,Julianno Sosa,168155,https://open.spotify.com/track/1L31YpZvmdVBaEqgOjVpfF
222151,192,No Se Te Dió,Nio Garcia,151997,https://open.spotify.com/track/3EHOIENLKLgQYiwB3tKLky
222157,198,My Blood Remix (feat. Julianno Sosa),Polimá Westcoast,149702,https://open.spotify.com/track/0XisiywmNf0JO3HuYAHCjh
222358,199,Nocturna - Remix,Nio Garcia,154230,https://open.spotify.com/track/3l6Dc2DvpzEXJxnRTX5JUd
222554,195,Aquí Estoy,Cami,155037,https://open.spotify.com/track/465cCQFJkrfroDREqB7sej
222732,173,Tus Besos,Juanka,179829,https://open.spotify.com/track/1sHs87yRloQy0vE9mzpiZB
222878,119,El Baile De Los Que Sobran,Los Prisioneros,229246,https://open.spotify.com/track/15T3otpUnJKin5njR8x0Tx
222934,175,Estadia,Omy de Oro,170806,https://open.spotify.com/track/7kJkDbS5UsKGlpBx64ooQA
222947,188,El Derecho de Vivir en Paz,Músicxs De Chile,165356,https://open.spotify.com/track/2xuYcmQW7sFoVHygnyP2k1
222955,196,Tu Príncipe,Daddy Yankee,159587,https://open.spotify.com/track/0Q7ZM15J0cJA9rd7pQYdRq
223350,191,Aburrido,Pablo Chill-E,168650,https://open.spotify.com/track/1QX8IaUVnmdZo8jqyGyZfZ
223515,156,BIG BANG,Cami,189335,https://open.spotify.com/track/7tAfeILKh4vMrLMTswA8Xf
223718,159,QueLoQue (feat. Paloma Mami),Major Lazer,193195,https://open.spotify.com/track/7em97lNMDo7LbIZ4Ys5TqV
223750,191,Dormir,Denise Rosenthal,166831,https://open.spotify.com/track/0ZuTDm5YxfRUd8bEySPhtV
223756,197,Que Loco Mami,Harry Nach,165619,https://open.spotify.com/track/5dIVRu9PgpCqntnva0F0Fl
224335,176,Verte Cerquita,Nanpa Básico,179327,https://open.spotify.com/track/67J1BW16mswwWDnFTlK5BT
224346,187,Illuminati,Kiddtetoon,172486,https://open.spotify.com/track/2Ky6OednfOVrxDiKAhCZ7I
224759,200,Te Robaré - Remix,Balbi El Chamako,162627,https://open.spotify.com/track/4dxHqXixAPxxYvt9V4Iox1
224876,117,Un Año Más,La Sonora De Tommy Rey,244961,https://open.spotify.com/track/5UNjITMq9FmtkymQgRULjc
224880,121,Me gusta todo de ti,Noche de Brujas,230335,https://open.spotify.com/track/0WBpK4TdYkkRtpYaGixO2x
224905,146,Serenata cruel,Villa Cariño,196211,https://open.spotify.com/track/152U4ecGSiYeKm2gnFc4wA
224911,152,Deberia odiarte,Noche de Brujas,190617,https://open.spotify.com/track/4CP1TLNjHojPOcWWWxVaKP
224920,161,Yo Tomo Licor,Amar Azul,181930,https://open.spotify.com/track/5EHRc2WJASyZg3alJqsbqU
224922,163,Las Seis,Joe Vasconcellos,181419,https://open.spotify.com/track/56Q1u9KJUMcun4UWv0b7ik
224924,165,Mentirosa,Rafaga,180528,https://open.spotify.com/track/2e3fohSwZ9nU6Q2tks0fFz
224945,186,Yo Tomo,Amar Azul,167517,https://open.spotify.com/track/2J3phqO09lgu24e82siYtt
224950,191,Boquita De Caramelo,Los Vikings 5,162692,https://open.spotify.com/track/5qO03VRi0VQ3TVVGSE0QwJ
224954,195,Mujeres y Cerveza,Grupo Alegria,159431,https://open.spotify.com/track/7Lfp553u5K9VDEpdIgGtpJ
224957,198,Yo me Enamoré,Amar Azul,157051,https://open.spotify.com/track/6wWLC6V7TJ7NEygWHc1CFh
224958,199,Me Enamore,Agrupación Marilyn,155503,https://open.spotify.com/track/69Z2hUoeaxVx3Hxf8unmks
225150,191,La Pronoia del Sun Joke Fú,Chystemc,164929,https://open.spotify.com/track/5BMbXGFvPBFjfxf37Tnad8
225151,192,Como Me Ven,Darell,164623,https://open.spotify.com/track/7j13aYb9i5749QxSI8Yhfv
225155,196,Tus Besos - Remix,Juanka,161507,https://open.spotify.com/track/4SieMb6AQmQgbjv9TfC5Qm
225290,131,For Ya,Paloma Mami,222287,https://open.spotify.com/track/6poJxrnTNulYCmha4n5GOF
225332,173,Dile Dile Remix,Ak4:20,178544,https://open.spotify.com/track/5L11wZayGyUUMphfhCF16T
225513,154,Báilalo Mujer,Flor De Rap,202284,https://open.spotify.com/track/1RdQkmD04McqnaiN76PohD
225545,186,Ella Se Arrebata,Ak 4:20,173716,https://open.spotify.com/track/25sABKLz4zfMLQIWLqzIOe
225557,198,"Dile Dile, Vol. 2",Ak 4:20,169633,https://open.spotify.com/track/7H8Ur2MhVFV36n8RGeEmwO
225608,49,Rata Tan Tan,Ak 4:20,488299,https://open.spotify.com/track/0S83wvYce7qU9MUBY3QQbj
225741,182,Top Quality,Ak4:20,169125,https://open.spotify.com/track/0G0R3pEyrm1RbYJ7fhTX0X
226359,200,Trátame Suavemente - Remasterizado 2007,Soda Stereo,162522,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
226369,10,Juju Juju,El Futuro Fuera De Orbita,1273396,https://open.spotify.com/track/1Ymx1Q7EXkxd7FwKypAQ6o
226386,27,Skyline,Ak4:20,809092,https://open.spotify.com/track/3ymRYcYHxXMmyvCaKcJ46k
226417,58,Religiosa,Paloma Mami,404443,https://open.spotify.com/track/2KfTQFFLpZhzlZATYS9job
226459,100,Algún Día Volveras,Santaferia,256509,https://open.spotify.com/track/27uAea0qcUz3a7jKnAT7KG
226464,105,Bloqueame,Simon la Letra,250653,https://open.spotify.com/track/33xXoj49p8LSUqIsRPxFOO
226469,110,No Está Interesada,Drago200,245439,https://open.spotify.com/track/6qbZl7ue25zwRn5oQ6DeNJ
226489,130,Phantom,Kiddtetoon,212016,https://open.spotify.com/track/2fwycfb0beKkeRQ9JH8dmU
226490,131,El Gil de Tu Ex,Santaferia,211343,https://open.spotify.com/track/3cUE3p7E39CzGjQoEsg7sM
226503,144,Mari Mari,Los Legendarios,196881,https://open.spotify.com/track/1Xsr0gEVjs8xZPQDVFpiam
226506,147,Verte Cerquita,Movimiento Original,194631,https://open.spotify.com/track/6eTCWWKBtnJI9Ui9OlLEyO
226544,185,Ella Se Arrebata,Ak4:20,168916,https://open.spotify.com/track/5fKIJ30rUP6hZmZ8HhRKlK
226552,193,Envidioso Remix,Victor La Voz,165821,https://open.spotify.com/track/5dMIs7Y3DUtQU206zbXiL3
226955,196,Una Y Otra Vez,Santiago Cruz,38615,https://open.spotify.com/track/1DLLksehaArCSTzODYqS22
227111,152,Aquí Estaré,Sky Rompiendo,45780,https://open.spotify.com/track/0HHTBFIvSnBIr5Xwttw9Ge
227140,181,"Déjame Quererte (feat. Cholo Valderrama, Cynthia Montaño, Elkin Robinson, Kombilesa Mí & Velo de Oza)",Carlos Vives,41458,https://open.spotify.com/track/03r6HXXGyaC2MeKtzD2J8l
227353,194,Ahora,J Balvin,40652,https://open.spotify.com/track/2yBWnRKj0Zx7AF1kufajvW
227355,196,Bonita,J Balvin,40463,https://open.spotify.com/track/0atfY1ew83Ql9nNnJiD2t5
227716,157,Ya Te Perdoné,Ventino,50249,https://open.spotify.com/track/17J2patkIezB1LxcBbDpDl
227959,200,Uber Sex,Legarda,41360,https://open.spotify.com/track/3quBZq7Sa1SfMyqeTNJWrS
228149,190,El Viajero,Nabález,41764,https://open.spotify.com/track/6Gu5WUfQwWy24oWjtg8Bzi
228551,192,El Mentiroso,Gente De Zona,41417,https://open.spotify.com/track/4SbE4uWiMlhJRyqoOwm0QV
228744,185,Nutella,Legarda,43384,https://open.spotify.com/track/6y2IQZaol2y6LvQKwKDPeP
228943,184,Invencible,ChocQuibTown,42954,https://open.spotify.com/track/7JnFZ24rWPKVxFZd1xw6dm
229154,195,Borracha,Yera,43325,https://open.spotify.com/track/50c90QkLEHoUknqxwUrPls
229332,173,La Vida Sin Ti,Piso 21,45814,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
229352,193,Latch,Disclosure,43546,https://open.spotify.com/track/1BltsyC5W3SAABdxyrDXwi
229741,182,Deseo,Kevin Roldan,42752,https://open.spotify.com/track/5jHSaewgl6fKzqPywebuJm
229902,143,Ni a bate,Juanpis Gonzalez,54719,https://open.spotify.com/track/6dtHYggPGQsCjhDXUYD1KI
229946,187,"Domingo (Reykon, Cosculluela, Greeicy & Rauw Alejandro) - Remix",Reykon,44045,https://open.spotify.com/track/2RcvZFouLOTFZbQHr3nhOj
230528,169,No Puedo Olvidarte (feat. Nicky Jam),Maluma,50888,https://open.spotify.com/track/6MioLOuoT4Bb5fDB8VTlcP
230673,114,Sálvate Tú,LosPetitFellas,63540,https://open.spotify.com/track/0vpMKF5eDyxoMki3SvaV1W
230758,199,Somos Panas,Dejota2021,45419,https://open.spotify.com/track/3r336reBqogLmUgTpXzWpz
231529,170,Indira II,Gusi,46906,https://open.spotify.com/track/3m2bJtREw8MyvR9cQQYHf3
232354,195,Ambiente,J Balvin,45634,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
232746,187,Todo Bien,Lalo Ebratt,47041,https://open.spotify.com/track/4Yh1LSAj3nsbaTsEIttCSO
233315,156,Qué Le Pasa a Mi Ex,Andy Rivera,55142,https://open.spotify.com/track/3q97tqnvYmR41OjV6WLjwF
233351,192,No Me Conoce,Manuel Turizo,48269,https://open.spotify.com/track/6HGDk2KnjhanC9KKqVdc3N
233357,198,Te Pido Perdón,Manuel Turizo,47317,https://open.spotify.com/track/1WkZsbb5oo61Puxo8tlTFO
233946,187,Bailar Contigo,Monsieur Periné,51106,https://open.spotify.com/track/4hi9OTFKomNUlAIhp1fmap
234138,179,Ven,Fonseca,52024,https://open.spotify.com/track/3iQ7CuG5xz2IIF4xZcUxyk
234157,198,Hasta Viejitos (feat. Carlos Vives),Alejandro González,49253,https://open.spotify.com/track/4bUrpXdPZIJMPUksA8ggDB
234335,176,Mamasita,Kevin Roldan,54360,https://open.spotify.com/track/78Jbs8SDSxRDvnkl5TNi2b
234670,111,¿Qué Nos Pasó?,LosPetitFellas,72460,https://open.spotify.com/track/1ykICih4JX0YGhSyi2x8J5
234934,175,Andan Diciendo,Ventino,55944,https://open.spotify.com/track/0wt2PeQ8AeBlx6WbgoM97r
235151,192,Infinito,Andrés Cepeda,53797,https://open.spotify.com/track/03RnNDKXiggdQwuWHbCmvW
235466,107,Aurora,Juanes,73277,https://open.spotify.com/track/496UFbhGwrmoFovEyQvaCD
235922,163,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",Calle 13,54640,https://open.spotify.com/track/1xuYajTJZh8zZrPRmUaagf
235926,167,Así Así,Farina,53767,https://open.spotify.com/track/0c60lGN8Fnq4oTMFJpQuYx
236145,186,La Plata,Juanes,55369,https://open.spotify.com/track/3ohI7OM6ZDLsekgXWaJ4vt
236553,194,Tu Veneno,Jessi Uribe,56733,https://open.spotify.com/track/6baqa74IoPWJPy8grAX8CF
236685,126,Las Cuatro Fiestas,Diomedes Diaz,72648,https://open.spotify.com/track/6saaz6xf1KVaSWT4Geb5L6
236699,140,La Burrita,Los Corraleros De Majagual,67754,https://open.spotify.com/track/3mXlm2lIp3leSWzv1vqN2k
236723,164,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,63331,https://open.spotify.com/track/2lfy8GLB0hHrFilvzzx2Hp
236728,169,El Jornalero (El Hijo de Tuta),Lisandro Meza,62279,https://open.spotify.com/track/1Pt5gpTOzEjNGRayDuN7YM
236730,171,Golpe Con Golpe,Pastor Lopez,62211,https://open.spotify.com/track/5F31jOZdwYZESzhv01hy3y
236889,130,Lloraras,Oscar D'León,68806,https://open.spotify.com/track/38TXGZ4G7c9jBCBrwV1OrB
236893,134,Olvido Intencional,Espinoza Paz,66507,https://open.spotify.com/track/2OMdEdq3FzXkzVM9fwUxPg
236910,151,Bendecida,Yeison Jimenez,64121,https://open.spotify.com/track/5qFO4vlG88RGZ0SpuXMikl
236914,155,Repítela,Jessi Uribe,62884,https://open.spotify.com/track/6syqaRHW4FsOgdGgoWvAb1
236936,177,Vuelve Y Me Pasa,Yeison Jimenez,59207,https://open.spotify.com/track/406KLm6eo2XjInoGGWr3bf
236939,180,Maldita Traicion,Alzate,58690,https://open.spotify.com/track/1vBkb5uekLodTDjvHWwnm4
236940,181,Víspera de Año Nuevo,Guillermo Buitrago,58604,https://open.spotify.com/track/0hRfaXRQhSAqMUCon1QT3Y
236943,184,El Último No,Jessi Uribe,58421,https://open.spotify.com/track/3vI0xU761yZp8Lz4ZvIFpC
236944,185,"Oiga, Mire, Vea",Guayacán Orquesta,58383,https://open.spotify.com/track/17Sfr3T1chYPGcmM4VlhCh
236952,193,Cali Pachanguero,Grupo Niche,57333,https://open.spotify.com/track/3SXWtn3YbXOuz6s9LN8LeJ
236955,196,Ya No Mi Amor,Yeison Jimenez,56626,https://open.spotify.com/track/7EaD0V4vzrEbxYJaxwRzkv
237127,168,Tu Veneno,Jhonny Rivera,56831,https://open.spotify.com/track/3jNQCJYjb0RnHF2fFzGU7J
237146,187,Ya No Me Duele Más,Silvestre Dangond,53970,https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM
237150,191,Te Hubieras Ido Antes,Pipe Bueno,53481,https://open.spotify.com/track/0uw9huLXX2ne9bkisvYUFH
237153,194,Ellas Así Son,Jessi Uribe,53060,https://open.spotify.com/track/2Ms9XoE9VP7RnaVsI5Wswh
237159,200,Enseñame a Soñar - Original Mix,DJ Goozo,52211,https://open.spotify.com/track/4a5nDDqiQX6a79ukmrJmGY
237356,197,El Desmadre,Yeison Jimenez,55903,https://open.spotify.com/track/1UW2EbzKVV5Vubsmp5NA0j
237945,186,Amor Bailando,Llane,62753,https://open.spotify.com/track/2wDJTWKQTuMZXNRvl7dcB5
237957,198,Más De Ti,Llane,61513,https://open.spotify.com/track/4svaGEtJdr5gdhBvdIkGaL
238155,196,Cupido Falló,Pipe Bueno,62266,https://open.spotify.com/track/42RKuMMmSjr4AX3m5RRm8L
239026,67,Bun Dem,Afro Bros,130280,https://open.spotify.com/track/28l50HfdkoZW2w9ukRzoVk
239100,141,Mi Vuelo,Fonseca,70508,https://open.spotify.com/track/2FhJ1jNfLFY3sEmrEBgH1q
239139,180,Qué Le Pasa a Mi Ex - Remix,Andy Rivera,61174,https://open.spotify.com/track/1Kkx5Ux2mJPzGFc1GMDXdV
239147,188,Me Provocas,Fumaratto,60488,https://open.spotify.com/track/0r3VcnXA2bjXjFjRa8ittm
239149,190,OK,Jessi Uribe,59606,https://open.spotify.com/track/7uUt5Q3ToDZhMQSGiqoLmv
239345,186,No Fue - Remix,Leebrian,52822,https://open.spotify.com/track/3b2STpVG1wHiZJ7u6hvmoR
239552,193,confesión,Feid,54779,https://open.spotify.com/track/1D3bBGBd3r1aZdBgNkCz6o
240123,164,Tomar Distancia,Piso 21,61682,https://open.spotify.com/track/1gd4OWaul0LVm0xsGswjaD
240142,183,No Te Vayas - Remix,Carlos Vives,57169,https://open.spotify.com/track/2eFI2PHNaLq7GacI7elvLk
240222,63,VIDEITOXX,Feid,119932,https://open.spotify.com/track/2dxZ5DbZ4Iq6vMBYq4coqT
240225,66,XX,Feid,115891,https://open.spotify.com/track/7BgIcfAlmUNW6IABxVJcT2
240230,71,X19X,Feid,112827,https://open.spotify.com/track/51CGbL9BAw1896waeHoR9w
240245,86,EL CUARTO DE FERXXO,Feid,102175,https://open.spotify.com/track/1WBwck9KqWfe6mr2j06UEM
240246,87,XNTXS,Feid,102022,https://open.spotify.com/track/24lBVR15wE6fcl7vN5pec1
240249,90,EXCXSXS,Feid,99638,https://open.spotify.com/track/0GbrwlmnRMJOQ5bRV9QcZa
240252,93,ATEO,Feid,97074,https://open.spotify.com/track/14M8dLdMYo5rTxDVvIp85o
240259,100,TX VXS,Feid,93733,https://open.spotify.com/track/4IFxyuny9fDbTKDXjy6nAY
240268,109,CU U U U UX,Feid,88234,https://open.spotify.com/track/3jO5IAvslWxaTxswokg66i
240273,114,MORXX,Feid,84371,https://open.spotify.com/track/1auURVigxSAG01o9iTCvaX
240275,116,PERREOXOXO,Feid,82893,https://open.spotify.com/track/31bsf9JZWITAir5Uzjtsp5
240316,157,AVXNTADXR,Feid,66217,https://open.spotify.com/track/2ZN0GHIwy1KLEJODW1uVkO
240496,137,Lo Que Ayer Era Normal,Fonseca,66964,https://open.spotify.com/track/2xQ9atR7AC8bkhfOumJTxq
240734,175,Mundo Paralelo,Monsieur Periné,64362,https://open.spotify.com/track/5Sb2QTq4PNDQyj6HdpdxWk
240904,145,Te Voy a Amar,Andrés Cepeda,71545,https://open.spotify.com/track/3LuQLwYz1XJGPXSBTKDIO0
240939,180,Qué Chimba,Maluma,64104,https://open.spotify.com/track/0rIZ49wxDf8H2LXOKmAMW5
241045,86,For Sale,Carlos Vives,96699,https://open.spotify.com/track/6Qz1HVr1zD00dCdYvgaZEv
241750,191,Préstamela a Mí,Andy Rivera,62480,https://open.spotify.com/track/407dcWZUHSyQihZYkSF6LZ
242725,166,Gracias A Ti,Yeison Jimenez,67589,https://open.spotify.com/track/6si8DH4KS3qLuC1JEIyCBv
243545,186,Mi Carta,Beéle,63150,https://open.spotify.com/track/7zuM6FYdo5XhiocMPDkc0Q
243547,188,Qué Rico Repetirlo,Andy Rivera,62817,https://open.spotify.com/track/63tc67n05008BFsuVhGgNb
243644,85,Me Acuerdo de Ti (feat. Darell),Maluma,114249,https://open.spotify.com/track/70jFIrXsqhcLTlmT4vPpVf
243678,119,Viento (Interlude),Maluma,89401,https://open.spotify.com/track/6THKdMvrQX2qgA9soG0sv6
243706,147,Boy Toy,Maluma,77452,https://open.spotify.com/track/5NmUsKhn9DCDUrlTGO30gP
243711,152,Booty,Maluma,76098,https://open.spotify.com/track/7iJCieqadL6UtIpreqU8j2
243730,171,Copas de Vino,Maluma,71544,https://open.spotify.com/track/16aMGPjpPDIeFkszebR0lf
243733,174,Quality,Maluma,70898,https://open.spotify.com/track/6L1VsVaEGlLvdInKLvR9xc
243956,197,Provócame - Remix,Miky Woodz,66012,https://open.spotify.com/track/4RdtVn0XGoKUAtrgtSmild
244236,77,BREAK UP,Feid,120414,https://open.spotify.com/track/4xpkpFN38ZUGTNH4majHuu
244271,112,otra vez,Feid,88577,https://open.spotify.com/track/6RmnotfWeDu72fXhpo26Bq
244286,127,XX - Remix,Feid,82761,https://open.spotify.com/track/1E3M0dUlGW3gY9aylkFrpd
244337,178,El Equivocado,Andrés Cepeda,69665,https://open.spotify.com/track/6yCrxyjQxkdYpNexoNixK2
244539,180,que putas,Feid,70751,https://open.spotify.com/track/4fcC14xEEHEYS4SClHRzOr
244717,158,enemigos,Feid,73636,https://open.spotify.com/track/05BpaUYj7dL1vsE2oNsTzV
244723,164,Se Te Nota,Pipe Bueno,72827,https://open.spotify.com/track/74jl7R6kG4lfiHY85ay9O1
244915,156,Como Si Nada,Paola Jara,76462,https://open.spotify.com/track/0LWE6LsvRwHQtAxiqpSRqU
245159,200,No Te Vayas,Carlos Vives,66618,https://open.spotify.com/track/0bSZTzZALj8fVdpKvP6xiG
245317,158,Pa Que Me Recuerdes,Andy Rivera,75748,https://open.spotify.com/track/7DcgzLe6JYdVETFDv6KBEH
245355,196,Como Te Hago Entender,Roberto Roena Y Su Apollo Sound,68063,https://open.spotify.com/track/588fZDQv1c7F3iP68Pp3My
245515,156,FOTOGRAFÍAS,Feid,75127,https://open.spotify.com/track/1q8oUVzv2NPMpeQbSAiUvH
245702,143,Manantial,Kevin Roldan,78846,https://open.spotify.com/track/25Fcg1hnG974utYo8h2R2T
246132,173,Medellin,Ryan Castro,69487,https://open.spotify.com/track/1wCgF8rJPOD6uxMrD6gopF
246157,198,"Jerusalema (feat. Micro TDH, Greeicy & Nomcebo Zikode) [Remix]",Master KG,65360,https://open.spotify.com/track/54nChLooSgU5bUQCV2oVOY
246288,129,Pase Lo Que Pase (Remix),Sael,88585,https://open.spotify.com/track/09duB75g37vXVyd7Qz8Gk1
246702,143,Me Tiene Pechichón,Silvestre Dangond,91125,https://open.spotify.com/track/1nvXQOgTXYwHhDqpKiJA0e
246718,159,EL Silvestrazo,Silvestre Dangond,83820,https://open.spotify.com/track/6WtVFhcJFv8PuriRTgdbdv
246728,169,Tengo un Dios,Silvestre Dangond,81751,https://open.spotify.com/track/0yuDUAywAo7G3kz0YWQS0B
246748,189,De 0 a Siempre,Beéle,76276,https://open.spotify.com/track/1qxwayGaQN4roLdX5L9pM6
247122,163,"A Mi También ft. Alvaro Diaz, Feid",Tainy,82238,https://open.spotify.com/track/5Bc130ZswADfOY9bxk1y98
247240,81,Las Caleñas,Pastor Lopez Y Su Combo,115572,https://open.spotify.com/track/5RbOjQNjaZ6IXmWg8cl4j8
247258,99,El Ausente,Pastor Lopez,101540,https://open.spotify.com/track/2yFGylyE6vbZQKXVZcvWFj
247263,104,Loquito por Ti,Armando Hernandez,100480,https://open.spotify.com/track/5pLDHytVHRM7eXnOy6zHM7
247270,111,Traicionera,Pastor Lopez,98427,https://open.spotify.com/track/1mmR1F48d1taWksNH9mQqa
247285,126,Tabaco y Ron,Rodolfo Aicardi,90859,https://open.spotify.com/track/0yR6g8tt0IzisAPcizD4xz
247292,133,Daniela,Rodolfo Aicardi,88081,https://open.spotify.com/track/4Jz3mGW1jn8tjBgx42iEuF
247298,139,La Colegiala,Rodolfo Aicardi,86457,https://open.spotify.com/track/0GDWfiGkJsArr9mNYjfMa1
247321,162,El Hijo de Tuta,Lisandro Meza,81022,https://open.spotify.com/track/5hb72W13lVuoX2PtYp8Z4l
247334,175,Ojitos Hechiceros,Rodolfo Aicardi,77556,https://open.spotify.com/track/6ACbgxx9BXs64G1aWVXJOV
247342,183,Gotas De Lluvia,Grupo Niche,75201,https://open.spotify.com/track/6sna5KCgNbt1ciZtVJCjzx
247354,195,La Culpa,Jessi Uribe,73220,https://open.spotify.com/track/5G4ZDg8qtObwMXt0F8Sw4A
247355,196,Sobre las Olas,The Latin Brothers,73155,https://open.spotify.com/track/2ldG5rONyzUeVGIjzqbHOI
247356,197,La Burrita,Eliseo Herrera,73108,https://open.spotify.com/track/77gJYlcUaM5opTFUf5qgGW
247445,86,Los sabanales,Calixto Ochoa,98262,https://open.spotify.com/track/24HNsNjyLkByx3Kvv4oFEo
247489,130,Aventurero,Yeison Jimenez,79567,https://open.spotify.com/track/49dwc91esnpPYpVNPS01bX
247503,144,Amantes,Elder Dayán Díaz,75805,https://open.spotify.com/track/0rm6Ey3w4PrWdRac85vXN7
247504,145,Adonay,Rodolfo Aicardi,75688,https://open.spotify.com/track/0NJNjN1W2DRbRZmj8P8dOd
247507,148,Sin Medir Distancias,Diomedes Diaz,74921,https://open.spotify.com/track/6OIvXRQYGEhmvLjcYNcV4n
247520,161,El Hijo Ausente,Pastor Lopez,72392,https://open.spotify.com/track/3TqgsPZFuI33G3939uyQ1v
247524,165,Año Nuevo,Billo's,71776,https://open.spotify.com/track/06VcxmEJHf3gutIjC935g4
247527,168,La Noche,Joe Arroyo,71691,https://open.spotify.com/track/15DUcGdD7BnGEJW6cZmtbd
247533,174,Sin Sentimientos,Grupo Niche,70311,https://open.spotify.com/track/4ubwzNjqHGaZZ5k06PDx1H
247535,176,Cartagena,Fonseca,70049,https://open.spotify.com/track/1UGXsiNn0ACf2MXuHXuiJE
247536,177,Idilio,Willie Colón,70029,https://open.spotify.com/track/5iwgEFKEktjBBZV3C9TTZj
247537,178,Cariñito,Rodolfo Aicardi,70018,https://open.spotify.com/track/7t13B1tMcF74fp7fYYVcud
247539,180,Matemos las Ganas,Jessi Uribe,69175,https://open.spotify.com/track/0bID0lGh8aR5jc6PkiyPUN
247541,182,Una Aventura,Grupo Niche,68340,https://open.spotify.com/track/26ucR33snMkRD6JExhoD6I
247545,186,Señora,Otto Serge,67400,https://open.spotify.com/track/6cDixuKXV5IImQyDEOLPtx
247550,191,Que Te Lo Crea Tu Madre,Espinoza Paz,66253,https://open.spotify.com/track/1FEH4cNvTNkBO5tM4mMyag
247552,193,Amor y Control,Rubén Blades,66201,https://open.spotify.com/track/1oUjLEp7oCpjQlSCiwBZsF
247558,199,En Barranquilla Me Quedo,Joe Arroyo,65843,https://open.spotify.com/track/6WNAd46dtiBqakGzvlcCla
247759,200,Amarte Mas No Pude,Diomedes Diaz,65613,https://open.spotify.com/track/1PupjJZt9JAHE4qLAHY8Nq
247951,192,Cumbiana,Carlos Vives,68497,https://open.spotify.com/track/7CzkWSho9A7kE31to9NKdW
248272,113,Tonika (feat. Ziggy Marley),Maluma,92303,https://open.spotify.com/track/6s3SoB0n5VypXrk84IGiNH
248281,122,Peligrosa,Maluma,89041,https://open.spotify.com/track/0iZiKRyiDMhdo7dxDhRuRL
248282,123,Love (feat. Charly Black),Maluma,88891,https://open.spotify.com/track/7xwACJ2ebqFlvdcpC4RiB0
248321,162,Desayun-Arte,Maluma,77265,https://open.spotify.com/track/2UfMrCFn4Il458xPDHd4yg
248339,180,Las 12,Mackie,73521,https://open.spotify.com/track/1cjfzBSIYHFuV9I7bq7Z0X
248461,102,Nos Hacemos Falta,Adexe & Nau,96502,https://open.spotify.com/track/4yH8wMxrqMln0fL14ZxFn9
248546,187,Delicioso EQSEP,Kevin Roldan,72290,https://open.spotify.com/track/5OaRJf9EwZVWDJYyD7X1KN
248880,121,14 De Febrero,Feid,89991,https://open.spotify.com/track/6zQhJcyuZGX7ADNMZF1VHL
248995,36,Las Locuras Mías,Silvestre Dangond,243316,https://open.spotify.com/track/58sCyRSFBV0m60kbV9rtp9
249002,43,Increíble,Andy Rivera,205756,https://open.spotify.com/track/3FwuYa9IoH9C8Fq2qKWXZq
249032,73,Lejanía (Remix),Ryan Castro,122504,https://open.spotify.com/track/5Ix4jaLLpYLqBnPHscXe8W
249045,86,FERXXO X ÑEJO,Feid,109526,https://open.spotify.com/track/6qXKkWIJlEYgWOvvnaHVms
249081,122,Adicta al Dolor,Marbelle,90273,https://open.spotify.com/track/0V0350NvG0jvbiUTXPzIXU
249102,143,NEA,Feid,84495,https://open.spotify.com/track/2S6z7NH6jUhPlq0pBQNLuV
249114,155,Ma' G,J Balvin,81571,https://open.spotify.com/track/4iFSDLdPrWIaYo2VQeCv4f
249130,171,Mi Venganza,Alzate,78304,https://open.spotify.com/track/0z7h1C28EemMAFcpkp0iWL
249134,175,No Comprendi Tu Amor,Jorge Oñate,77318,https://open.spotify.com/track/7BGyxXsPcZkCzbeCMrSt7a
249145,186,Lejanía,Ryan Castro,74507,https://open.spotify.com/track/1QcVACki0Jfgi22KqobAFX
249341,182,Who Mad Again,Jahyanai,16850,https://open.spotify.com/track/6sZ2zjebkPsXTrxhvaRFJF
249559,200,Losing My Religion,R.E.M.,16581,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
249946,187,Mientes Tan Bien,Sin Bandera,17604,https://open.spotify.com/track/072YgF7J2clpY8DsWOpEri
252144,185,Fever,Vybz Kartel,19359,https://open.spotify.com/track/4C1Smq2t3MVOPzsUPWW0oX
254340,181,Duality,Slipknot,19477,https://open.spotify.com/track/61mWefnWQOLf90gepjOCb3
254358,199,Play Tune (So so So) [Radio Edit],Dj Coss,18743,https://open.spotify.com/track/1MB6CjaR3z8YA3yIo4HdFv
