"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2017","Import","415.926","134689","Manufactured commodities","Lumber and wood products, except fu","Millwork, plywood, and veneer","Structural wood members, nspf"
"2018","Export","91005.01","37766234","Manufactured commodities","Lumber and wood products, except fu","Millwork, plywood, and veneer","Structural wood members, nspf"
"2018","Import","61.627","33280","Manufactured commodities","Lumber and wood products, except fu","Millwork, plywood, and veneer","Structural wood members, nspf"
"2019","Export","53639.331","35733703","Manufactured commodities","Lumber and wood products, except fu","Millwork, plywood, and veneer","Structural wood members, nspf"
"2019","Import","93.422","50224","Manufactured commodities","Lumber and wood products, except fu","Millwork, plywood, and veneer","Structural wood members, nspf"
"2008","Export","1448.655","2442376","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2008","Import","6.221","4055","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2009","Export","1028.937","1480500","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2009","Import","54.018","9436","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2010","Export","4730.932","5568845","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2010","Import","78.887","8694","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2011","Export","3509.868","3485954","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2011","Import","74.253","27632","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2012","Export","2315.221","2065156","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2012","Import","55.133","14274","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2013","Export","2513.943","2728976","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2013","Import","30.712","11598","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2014","Export","4051.803","5251763","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2014","Import","17.426","14463","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2015","Export","6073.196","7783436","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2015","Import","36.297","10676","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2016","Export","4631.886","6359129","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2016","Import","20.274","1769","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2017","Export","1522.268","2615929","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2017","Import","8.487","4573","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2018","Export","7679.735","12306786","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2018","Import","16.747","1652","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2019","Export","8015.237","13203461","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2019","Import","30.488","2152","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wooden containers"
"2008","Export","254.52","897886","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2008","Import","5.795","3981","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2009","Export","127.455","231101","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2009","Import","28.919","8646","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2010","Export","831.978","1168665","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2010","Import","34.211","1564","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2011","Export","533.426","202955","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2011","Import","50.683","23033","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2012","Export","734.925","527111","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2012","Import","5.089","97","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2013","Export","1028.035","1254021","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2013","Import","0.046","3","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2014","Export","1479.542","2254032","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2015","Export","1150.031","2065463","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2015","Import","14.23","1550","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2016","Export","421.79","698222","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2016","Import","1.607","76","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2017","Export","830.203","1895512","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2017","Import","0.474","180","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2018","Export","4721.226","8909070","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2018","Import","0.972","408","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2019","Export","3797.287","8657634","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2019","Import","9.663","932","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood pallets and skids"
"2008","Export","1194.135","1544490","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2008","Import","0.426","74","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2009","Export","901.482","1249399","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2009","Import","25.099","790","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2010","Export","3898.954","4400180","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2010","Import","44.676","7130","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2011","Export","2976.442","3282999","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2011","Import","23.57","4599","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2012","Export","1580.296","1538045","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2012","Import","50.044","14177","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2013","Export","1485.908","1474955","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2013","Import","30.666","11595","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2014","Export","2572.261","2997731","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2014","Import","17.426","14463","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2015","Export","4923.165","5717973","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2015","Import","22.067","9126","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2016","Export","4210.096","5660907","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2016","Import","18.667","1693","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2017","Export","692.065","720417","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2017","Import","8.013","4393","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2018","Export","2958.509","3397716","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2018","Import","15.775","1244","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2019","Export","4217.95","4545828","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2019","Import","20.825","1220","Manufactured commodities","Lumber and wood products, except fu","Wooden containers","Wood containers, nspf"
"2009","Import","50.847","6402","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2010","Import","54.605","6502","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2011","Import","104.345","22821","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2012","Import","142.616","12447","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2013","Import","98.801","7758","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2014","Import","306.019","17304","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2015","Import","191.649","24213","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2016","Import","242.016","24243","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2017","Import","616.186","67955","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2018","Import","727.246","79255","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2019","Import","929.045","100811","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Prefabricated building panels"
"2009","Import","50.847","6402","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2010","Import","54.605","6502","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2011","Import","104.345","22821","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2012","Import","142.616","12447","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2013","Import","98.801","7758","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2014","Import","306.019","17304","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2015","Import","191.649","24213","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2016","Import","242.016","24243","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2017","Import","616.186","67955","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2018","Import","727.246","79255","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2019","Import","929.045","100811","Manufactured commodities","Lumber and wood products, except fu","Prefabricated building panels","Trailers and semi-trailers for hous"
"2008","Export","63057.034","101835345","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2008","Import","1129.07","228875","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2009","Export","42700.128","74556150","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2009","Export","7.193","22400","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2009","Import","878.144","281632","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2010","Export","51111.622","70131600","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2010","Import","1087.397","208309","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2011","Export","49824.368","64590690","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2011","Import","1570.367","508842","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2012","Export","56302.745","70479216","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2012","Import","1847.303","506482","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2013","Export","75114.658","96310857","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2013","Import","1106.992","181768","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2014","Export","84695.261","96950398","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2014","Import","1034.432","307663","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2015","Export","91431.04","120658645","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2015","Import","931.222","214420","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2016","Export","96729.824","196840013","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2016","Import","328.57","15141","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2017","Export","101622.542","204350844","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2017","Export","1151.337","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2017","Import","370.626","15811","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2018","Export","97834.836","203793172","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2018","Import","390.067","14351","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2018","Import","0.062","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2019","Export","98076.275","233419268","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2019","Export","1.893","","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2019","Import","553.855","95670","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2019","Import","0.105","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Miscellaneous wood products"
"2009","Export","7.193","22400","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, preserved or treated"
"2008","Export","38594.004","85113367","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2008","Import","115.222","114623","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2009","Export","24057.817","60507340","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2009","Import","106.354","150785","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2010","Export","23986.801","53684194","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2010","Import","93.359","80783","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2011","Export","22372.121","49187172","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2011","Import","432.786","344802","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2012","Export","23447.172","53163155","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2012","Import","596.544","332527","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2013","Export","35378.614","76587792","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2013","Import","240","68476","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2014","Export","32436.657","71825040","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2014","Import","391.145","245556","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2015","Export","43023.435","96770534","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2015","Import","335.49","178280","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2016","Export","63652.544","177313700","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2016","Import","37.45","1839","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2017","Export","69057.511","186194293","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2017","Import","37.87","942","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2018","Export","70158.204","188041276","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2019","Export","70541.345","217445275","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2019","Import","163.999","79781","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Reconstituted wood products"
"2008","Export","24463.03","16721978","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2008","Import","1013.848","114252","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2009","Export","18642.311","14048810","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2009","Import","771.79","130847","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2010","Export","27124.821","16447406","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2010","Import","994.038","127526","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2011","Export","27452.247","15403518","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2011","Import","1137.581","164040","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2012","Export","32855.573","17316061","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2012","Import","1250.759","173955","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2013","Export","39736.044","19723065","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2013","Import","866.992","113292","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2014","Export","52258.604","25125358","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2014","Import","643.287","62107","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2015","Export","48407.605","23888111","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2015","Import","595.732","36140","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2016","Export","33077.28","19526313","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2016","Import","291.12","13302","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2017","Export","32565.031","18156551","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2017","Export","1151.337","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2017","Import","332.756","14869","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2018","Export","27676.632","15751896","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2018","Import","390.067","14351","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2018","Import","0.062","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2019","Export","27534.93","15973993","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2019","Export","1.893","","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2019","Import","389.856","15889","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2019","Import","0.105","0","Manufactured commodities","Lumber and wood products, except fu","Miscellaneous wood products","Wood products, nspf"
"2008","Export","141237.967","38227600","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2008","Export","40730.998","9367237","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2008","Import","96879.334","1857230","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2008","Import","115464.083","2838957","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2009","Export","80416.14","26118526","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2009","Export","32202.094","7593127","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2009","Import","63849.462","1125224","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2009","Import","82316.887","1662574","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2010","Export","75732.984","23631843","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2010","Export","25340.945","6417381","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2010","Import","67511.629","2127087","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2010","Import","74765.82","1988309","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2011","Export","76279.14","22470352","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2011","Export","22929.568","4605397","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2011","Import","81715.604","2712759","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2011","Import","76522.116","2689400","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2012","Export","78982.669","23915437","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2012","Export","24149.885","4363539","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2012","Import","68466.449","2168211","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2012","Import","77083.766","4120252","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2013","Export","87186.754","27151536","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2013","Export","24299.552","3667851","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2013","Import","75336.382","2372905","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2013","Import","81561.229","5176845","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2014","Export","100580.3","31761114","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2014","Export","29545.686","3779562","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2014","Import","66725.55","2272664","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2014","Import","88280.229","5862628","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2015","Export","112505.282","36480351","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2015","Export","27775.536","3358125","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2015","Import","66599.147","1540746","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2015","Import","77423.245","5143209","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2016","Export","119046.616","41489016","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2016","Export","30795.363","4785106","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2016","Import","65317.657","1070218","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2016","Import","67712.543","4984251","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2017","Export","147104.856","50542263","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2017","Export","35192.402","4910525","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2017","Import","15446.644","629927","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2017","Import","55068.123","220425","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2018","Export","193183.383","61516371","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2018","Export","38616.293","3005089","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2018","Import","21360.53","469484","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2018","Import","54810.457","250835","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2019","Export","213267.91","74323222","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2019","Export","39228.452","4385456","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2019","Import","18631.471","583583","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2019","Import","56118.072","23337","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2019","Import","2262.483","0","Manufactured commodities","Furniture and fixtures","Furniture and fixtures","Furniture and fixtures"
"2008","Export","3587.038","403152","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2008","Export","9.132","316","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2008","Import","5115.082","391387","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2008","Import","39.834","9453","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2009","Export","1438.03","112642","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2009","Export","467.095","190799","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2009","Import","5199.767","443931","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2009","Import","0.544","29","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2010","Export","1637.246","109883","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2010","Export","7.055","248","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2010","Import","10045.777","800498","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2010","Import","7.793","594","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2011","Export","1681.924","93763","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2011","Export","1.794","40","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2011","Import","16137.387","1320761","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2011","Import","7.196","5006","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2012","Export","1483.329","45983","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
"2012","Export","6.376","72","Manufactured commodities","Furniture and fixtures","Household furniture, nspf","Household furniture, nspf"
