"Year","TradeFlowName","TradeValue_in_1000_USD","NetWeight_in_KGM","first","second","third","fourth"
"2012","Export","375370.234","79689085","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2012","Import","11549.819","1451809","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2013","Export","413820.757","77410265","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2013","Import","34997.832","13239717","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2014","Export","238060.866","49199652","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2014","Import","45414.783","17605732","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2015","Export","232827.752","54010469","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2015","Import","13353.607","1329280","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2016","Export","262074.775","61759655","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2016","Import","45332.942","25661848","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2017","Export","202109.192","46240350","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2017","Import","67881.931","33871479","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2018","Export","195523.724","48897284","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2018","Export","0.671","","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2018","Import","40979.466","16942391","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2019","Export","199144.036","60775208","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2019","Import","17183.107","2258187","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Field crops, except cash grains"
"2008","Export","2157.266","1776078","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2008","Import","35185.834","22388756","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2009","Export","1707.36","1339343","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2009","Import","12551.894","10667659","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2010","Export","69.807","19840","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2010","Import","28743.19","17550736","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2011","Export","3807.499","1513837","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2011","Import","347854.912","130704227","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2012","Export","599.538","370374","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2012","Import","1959.651","521374","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2013","Export","639.124","337198","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2013","Import","21869.718","10863362","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2014","Export","84.5","240000","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2014","Import","28219.773","14967155","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2015","Export","3948.842","3042513","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2015","Import","68.938","19998","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2016","Export","8779.142","5545256","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2016","Import","34253.165","24257934","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2017","Import","55944.169","32111801","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2018","Export","0.768","480","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2018","Import","27748.067","15350195","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2019","Export","936.468","514313","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2019","Import","2123.997","643804","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Cotton and cottonseed"
"2008","Export","314846.432","78042324","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2008","Import","289.849","38560","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2009","Export","307372.891","66262772","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2009","Import","888.517","117960","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2010","Export","241170.666","52559112","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2011","Export","274738.085","57995221","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2011","Import","20.377","8577","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2012","Export","367186.669","75672271","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2012","Import","40.162","1086","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2013","Export","408665.172","75171233","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2013","Import","1810.118","212166","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2014","Export","233826.216","46970595","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2014","Import","1699.413","178200","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2015","Export","224291.902","48915741","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2015","Import","1.53","200","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
"2016","Export","246396.185","53261771","Agricultural, forestry, and fishery","Agricultural products","Field crops, except cash grains","Tobacco"
