Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValueK,Quantity,ProductDescription,QtyUnit,NetWeightKG
IU,BRA,33,Brazil,USA,United States,2017,Import,5,298425.769,69307628,Primary metal products,Kg,31093034
IU,BRA,33,Brazil,USA,United States,2018,Export,6,19998.171,611,Primary metal products,Item,4897238
IU,BRA,33,Brazil,USA,United States,2018,Export,6,5137054.058,7483273776,Primary metal products,Kg,7490980605
IU,BRA,33,Brazil,USA,United States,2018,Export,6,1947.322,0,Primary metal products,N.Q.,19743
IU,BRA,33,Brazil,USA,United States,2018,Import,5,1848.309,138,Primary metal products,Item,191190
IU,BRA,33,Brazil,USA,United States,2018,Import,5,310012.943,57011547,Primary metal products,Kg,35203328
IU,BRA,33,Brazil,USA,United States,2019,Export,6,31664.374,867,Primary metal products,Item,7763040
IU,BRA,33,Brazil,USA,United States,2019,Export,6,4751009.824,7988136727,Primary metal products,Kg,8036042777
IU,BRA,33,Brazil,USA,United States,2019,Export,6,1155.447,0,Primary metal products,N.Q.,
IU,BRA,33,Brazil,USA,United States,2019,Import,5,1830.49,153,Primary metal products,Item,0
IU,BRA,33,Brazil,USA,United States,2019,Import,5,367158.832,72617333,Primary metal products,Kg,40539270
IU,BRA,331,Brazil,USA,United States,2008,Export,6,3240214.2,4964325298,"Blast furnace, steel works, rolling",Kg,4964325298
IU,BRA,331,Brazil,USA,United States,2008,Import,5,531143.162,382245803,"Blast furnace, steel works, rolling",Kg,382245803
IU,BRA,331,Brazil,USA,United States,2009,Export,6,1026503.104,1994285054,"Blast furnace, steel works, rolling",Kg,1994285054
IU,BRA,331,Brazil,USA,United States,2009,Export,6,0.115,,"Blast furnace, steel works, rolling",N.Q.,1
IU,BRA,331,Brazil,USA,United States,2009,Import,5,243274.312,140476536,"Blast furnace, steel works, rolling",Kg,140476536
IU,BRA,331,Brazil,USA,United States,2010,Export,6,1565749.818,2553929306,"Blast furnace, steel works, rolling",Kg,2553929306
IU,BRA,331,Brazil,USA,United States,2010,Import,5,265075.111,322587499,"Blast furnace, steel works, rolling",Kg,322587499
IU,BRA,331,Brazil,USA,United States,2011,Export,6,3441284.946,4986232961,"Blast furnace, steel works, rolling",Kg,4986232961
IU,BRA,331,Brazil,USA,United States,2011,Export,6,0.987,,"Blast furnace, steel works, rolling",N.Q.,
IU,BRA,331,Brazil,USA,United States,2011,Import,5,269335.047,205580577,"Blast furnace, steel works, rolling",Kg,205580577
IU,BRA,331,Brazil,USA,United States,2012,Export,6,3642956.992,5727842421,"Blast furnace, steel works, rolling",Kg,5727842421
IU,BRA,331,Brazil,USA,United States,2012,Import,5,268519.927,190135494,"Blast furnace, steel works, rolling",Kg,190135494
IU,BRA,331,Brazil,USA,United States,2013,Export,6,3319358.107,5829675164,"Blast furnace, steel works, rolling",Kg,5829675164
IU,BRA,331,Brazil,USA,United States,2013,Import,5,208200.317,132002682,"Blast furnace, steel works, rolling",Kg,132002682
IU,BRA,331,Brazil,USA,United States,2014,Export,6,4065368.947,6935703081,"Blast furnace, steel works, rolling",Kg,6935703081
IU,BRA,331,Brazil,USA,United States,2014,Export,6,0.255,,"Blast furnace, steel works, rolling",N.Q.,
IU,BRA,331,Brazil,USA,United States,2014,Import,5,169295.019,77712009,"Blast furnace, steel works, rolling",Kg,77712009
IU,BRA,331,Brazil,USA,United States,2015,Export,6,3202754.667,7225948725,"Blast furnace, steel works, rolling",Kg,7225948725
IU,BRA,331,Brazil,USA,United States,2015,Import,5,141476.966,64002869,"Blast furnace, steel works, rolling",Kg,64002869
IU,BRA,331,Brazil,USA,United States,2016,Export,6,2255096.152,5467745948,"Blast furnace, steel works, rolling",Kg,5467745948
IU,BRA,331,Brazil,USA,United States,2016,Import,5,133794.652,100198836,"Blast furnace, steel works, rolling",Kg,100198836
IU,BRA,331,Brazil,USA,United States,2017,Export,6,3279402.642,6565055949,"Blast furnace, steel works, rolling",Kg,6565056555
IU,BRA,331,Brazil,USA,United States,2017,Export,6,4498.592,0,"Blast furnace, steel works, rolling",N.Q.,
IU,BRA,331,Brazil,USA,United States,2017,Import,5,113660.438,53174728,"Blast furnace, steel works, rolling",Kg,27128391
IU,BRA,331,Brazil,USA,United States,2018,Export,6,4179122.564,7349469849,"Blast furnace, steel works, rolling",Kg,7359386479
IU,BRA,331,Brazil,USA,United States,2018,Export,6,1589.586,0,"Blast furnace, steel works, rolling",N.Q.,1330
IU,BRA,331,Brazil,USA,United States,2018,Import,5,114248.297,43660848,"Blast furnace, steel works, rolling",Kg,30145197
IU,BRA,331,Brazil,USA,United States,2019,Export,6,4069842.585,7835926378,"Blast furnace, steel works, rolling",Kg,7883364878
IU,BRA,331,Brazil,USA,United States,2019,Import,5,119982.771,57796154,"Blast furnace, steel works, rolling",Kg,35568081
IU,BRA,3312,Brazil,USA,United States,2008,Export,6,2969861.527,4931961734,"Blast furnace, steel works, and rol",Kg,4931961734
IU,BRA,3312,Brazil,USA,United States,2008,Import,5,485226.987,363903337,"Blast furnace, steel works, and rol",Kg,363903337
IU,BRA,3312,Brazil,USA,United States,2009,Export,6,918406.256,1975992541,"Blast furnace, steel works, and rol",Kg,1975992541
IU,BRA,3312,Brazil,USA,United States,2009,Import,5,219947.317,132640128,"Blast furnace, steel works, and rol",Kg,132640128
IU,BRA,3312,Brazil,USA,United States,2010,Export,6,1324743.318,2528588224,"Blast furnace, steel works, and rol",Kg,2528588224
IU,BRA,3312,Brazil,USA,United States,2010,Import,5,237276.601,313905316,"Blast furnace, steel works, and rol",Kg,313905316
IU,BRA,3312,Brazil,USA,United States,2011,Export,6,3129512.324,4954641444,"Blast furnace, steel works, and rol",Kg,4954641444
IU,BRA,3312,Brazil,USA,United States,2011,Import,5,231641.412,193769560,"Blast furnace, steel works, and rol",Kg,193769560
IU,BRA,3312,Brazil,USA,United States,2012,Export,6,3298461.344,5693500015,"Blast furnace, steel works, and rol",Kg,5693500015
IU,BRA,3312,Brazil,USA,United States,2012,Import,5,240470.656,182904922,"Blast furnace, steel works, and rol",Kg,182904922
IU,BRA,3312,Brazil,USA,United States,2013,Export,6,3029253.428,5794987304,"Blast furnace, steel works, and rol",Kg,5794987304
IU,BRA,3312,Brazil,USA,United States,2013,Import,5,184552.104,125656609,"Blast furnace, steel works, and rol",Kg,125656609
IU,BRA,3312,Brazil,USA,United States,2014,Export,6,3687965.806,6888972029,"Blast furnace, steel works, and rol",Kg,6888972029
IU,BRA,3312,Brazil,USA,United States,2014,Import,5,142338.019,70364789,"Blast furnace, steel works, and rol",Kg,70364789
IU,BRA,3312,Brazil,USA,United States,2015,Export,6,2923348.395,7187410431,"Blast furnace, steel works, and rol",Kg,7187410431
IU,BRA,3312,Brazil,USA,United States,2015,Import,5,104612.951,49784756,"Blast furnace, steel works, and rol",Kg,49784756
IU,BRA,3312,Brazil,USA,United States,2016,Export,6,1957679.707,5357223873,"Blast furnace, steel works, and rol",Kg,5357223873
IU,BRA,3312,Brazil,USA,United States,2016,Import,5,105324.72,91695759,"Blast furnace, steel works, and rol",Kg,91695759
IU,BRA,3312,Brazil,USA,United States,2017,Export,6,2970072.47,6480130288,"Blast furnace, steel works, and rol",Kg,6480130894
IU,BRA,3312,Brazil,USA,United States,2017,Export,6,4498.592,0,"Blast furnace, steel works, and rol",N.Q.,
IU,BRA,3312,Brazil,USA,United States,2017,Import,5,91226.097,46308185,"Blast furnace, steel works, and rol",Kg,24991150
IU,BRA,3312,Brazil,USA,United States,2018,Export,6,3850391.692,7282440946,"Blast furnace, steel works, and rol",Kg,7290857349
IU,BRA,3312,Brazil,USA,United States,2018,Export,6,1589.586,0,"Blast furnace, steel works, and rol",N.Q.,1330
IU,BRA,3312,Brazil,USA,United States,2018,Import,5,90687.648,36251581,"Blast furnace, steel works, and rol",Kg,27808874
IU,BRA,3312,Brazil,USA,United States,2019,Export,6,3751647.562,7778124685,"Blast furnace, steel works, and rol",Kg,7817980802
IU,BRA,3312,Brazil,USA,United States,2019,Import,5,102240.712,52718241,"Blast furnace, steel works, and rol",Kg,35189210
IU,BRA,332,Brazil,USA,United States,2008,Export,6,19353.713,597,Iron and steel products,Item,4859976
IU,BRA,332,Brazil,USA,United States,2008,Export,6,28182.817,10641862,Iron and steel products,Kg,10641862
IU,BRA,332,Brazil,USA,United States,2008,Import,5,1048.3,549,Iron and steel products,Item,98514
IU,BRA,332,Brazil,USA,United States,2008,Import,5,34400.253,3752831,Iron and steel products,Kg,3752831
IU,BRA,332,Brazil,USA,United States,2009,Export,6,25050.493,19129,Iron and steel products,Item,5754943
IU,BRA,332,Brazil,USA,United States,2009,Export,6,25282.036,11168080,Iron and steel products,Kg,11168080
IU,BRA,332,Brazil,USA,United States,2009,Import,5,1920.649,156,Iron and steel products,Item,239179
IU,BRA,332,Brazil,USA,United States,2009,Import,5,12113.484,1088651,Iron and steel products,Kg,1088651
IU,BRA,332,Brazil,USA,United States,2010,Export,6,24047.632,21942,Iron and steel products,Item,5540078
IU,BRA,332,Brazil,USA,United States,2010,Export,6,17556.787,8025727,Iron and steel products,Kg,8025727
IU,BRA,332,Brazil,USA,United States,2010,Import,5,2070.846,362,Iron and steel products,Item,346063
IU,BRA,332,Brazil,USA,United States,2010,Import,5,36389.473,8765047,Iron and steel products,Kg,8765047
IU,BRA,332,Brazil,USA,United States,2011,Export,6,24462.401,1199,Iron and steel products,Item,6198016
IU,BRA,332,Brazil,USA,United States,2011,Export,6,19410.089,6164026,Iron and steel products,Kg,6164026
IU,BRA,332,Brazil,USA,United States,2011,Import,5,755.389,126,Iron and steel products,Item,59299
IU,BRA,332,Brazil,USA,United States,2011,Import,5,55699.551,12242388,Iron and steel products,Kg,12242388
IU,BRA,332,Brazil,USA,United States,2012,Export,6,18863.447,770,Iron and steel products,Item,4949219
IU,BRA,332,Brazil,USA,United States,2012,Export,6,19809.692,6142208,Iron and steel products,Kg,6142208
IU,BRA,332,Brazil,USA,United States,2012,Import,5,2524.042,173,Iron and steel products,Item,392475
IU,BRA,332,Brazil,USA,United States,2012,Import,5,39256.882,6224960,Iron and steel products,Kg,6224960
IU,BRA,332,Brazil,USA,United States,2013,Export,6,17926.455,454,Iron and steel products,Item,4341901
IU,BRA,332,Brazil,USA,United States,2013,Export,6,13428.456,3998668,Iron and steel products,Kg,3998668
IU,BRA,332,Brazil,USA,United States,2013,Import,5,2708.716,54944,Iron and steel products,Item,344906
IU,BRA,332,Brazil,USA,United States,2013,Import,5,28689.456,3933239,Iron and steel products,Kg,3933239
IU,BRA,332,Brazil,USA,United States,2014,Export,6,19405.933,682,Iron and steel products,Item,5085188
IU,BRA,332,Brazil,USA,United States,2014,Export,6,13061.314,4148355,Iron and steel products,Kg,4148355
IU,BRA,332,Brazil,USA,United States,2014,Import,5,2552.005,177,Iron and steel products,Item,328353
IU,BRA,332,Brazil,USA,United States,2014,Import,5,38971.152,5929675,Iron and steel products,Kg,5929675
IU,BRA,332,Brazil,USA,United States,2015,Export,6,20282.299,610,Iron and steel products,Item,5407926
IU,BRA,332,Brazil,USA,United States,2015,Export,6,16273.064,5296181,Iron and steel products,Kg,5296181
IU,BRA,332,Brazil,USA,United States,2015,Import,5,3037.985,107,Iron and steel products,Item,520469
IU,BRA,332,Brazil,USA,United States,2015,Import,5,37614.768,6906796,Iron and steel products,Kg,6906796
IU,BRA,332,Brazil,USA,United States,2016,Export,6,15673.888,683,Iron and steel products,Item,4483381
IU,BRA,332,Brazil,USA,United States,2016,Export,6,10735.086,4195095,Iron and steel products,Kg,4195095
IU,BRA,332,Brazil,USA,United States,2016,Import,5,3413.97,81,Iron and steel products,Item,609499
IU,BRA,332,Brazil,USA,United States,2016,Import,5,22410.779,5024904,Iron and steel products,Kg,5024904
IU,BRA,332,Brazil,USA,United States,2017,Export,6,22614.216,699,Iron and steel products,Item,6362788
IU,BRA,332,Brazil,USA,United States,2017,Export,6,9888.448,3579367.352,Iron and steel products,Kg,3587740
IU,BRA,332,Brazil,USA,United States,2017,Import,5,1096.562,124,Iron and steel products,Item,0
IU,BRA,332,Brazil,USA,United States,2017,Import,5,25541.038,5296084,Iron and steel products,Kg,2
IU,BRA,332,Brazil,USA,United States,2018,Export,6,19998.171,611,Iron and steel products,Item,4897238
IU,BRA,332,Brazil,USA,United States,2018,Export,6,13144.269,4103895.005,Iron and steel products,Kg,4524926
IU,BRA,332,Brazil,USA,United States,2018,Import,5,1848.309,138,Iron and steel products,Item,191190
IU,BRA,332,Brazil,USA,United States,2018,Import,5,16095.181,2013555,Iron and steel products,Kg,1857139
IU,BRA,332,Brazil,USA,United States,2019,Export,6,31664.374,867,Iron and steel products,Item,7763040
IU,BRA,332,Brazil,USA,United States,2019,Export,6,18490.001,4066501.403,Iron and steel products,Kg,5909447
IU,BRA,332,Brazil,USA,United States,2019,Import,5,1830.49,153,Iron and steel products,Item,0
IU,BRA,332,Brazil,USA,United States,2019,Import,5,13885.199,1542240,Iron and steel products,Kg,13
IU,BRA,3321,Brazil,USA,United States,2008,Export,6,19353.713,597,"Cast iron products, not malleable",Item,4859976
IU,BRA,3321,Brazil,USA,United States,2008,Export,6,28182.817,10641862,"Cast iron products, not malleable",Kg,10641862
IU,BRA,3321,Brazil,USA,United States,2008,Import,5,1048.3,549,"Cast iron products, not malleable",Item,98514
IU,BRA,3321,Brazil,USA,United States,2008,Import,5,34400.253,3752831,"Cast iron products, not malleable",Kg,3752831
IU,BRA,3321,Brazil,USA,United States,2009,Export,6,25050.493,19129,"Cast iron products, not malleable",Item,5754943
IU,BRA,3321,Brazil,USA,United States,2009,Export,6,25282.036,11168080,"Cast iron products, not malleable",Kg,11168080
IU,BRA,3321,Brazil,USA,United States,2009,Import,5,1920.649,156,"Cast iron products, not malleable",Item,239179
IU,BRA,3321,Brazil,USA,United States,2009,Import,5,12113.484,1088651,"Cast iron products, not malleable",Kg,1088651
IU,BRA,3321,Brazil,USA,United States,2010,Export,6,24047.632,21942,"Cast iron products, not malleable",Item,5540078
IU,BRA,3321,Brazil,USA,United States,2010,Export,6,17556.787,8025727,"Cast iron products, not malleable",Kg,8025727
IU,BRA,3321,Brazil,USA,United States,2010,Import,5,2070.846,362,"Cast iron products, not malleable",Item,346063
IU,BRA,3321,Brazil,USA,United States,2010,Import,5,36389.473,8765047,"Cast iron products, not malleable",Kg,8765047
IU,BRA,3321,Brazil,USA,United States,2011,Export,6,24462.401,1199,"Cast iron products, not malleable",Item,6198016
IU,BRA,3321,Brazil,USA,United States,2011,Export,6,19410.089,6164026,"Cast iron products, not malleable",Kg,6164026
IU,BRA,3321,Brazil,USA,United States,2011,Import,5,755.389,126,"Cast iron products, not malleable",Item,59299
IU,BRA,3321,Brazil,USA,United States,2011,Import,5,55699.551,12242388,"Cast iron products, not malleable",Kg,12242388
IU,BRA,3321,Brazil,USA,United States,2012,Export,6,18863.447,770,"Cast iron products, not malleable",Item,4949219
IU,BRA,3321,Brazil,USA,United States,2012,Export,6,19809.692,6142208,"Cast iron products, not malleable",Kg,6142208
IU,BRA,3321,Brazil,USA,United States,2012,Import,5,2524.042,173,"Cast iron products, not malleable",Item,392475
IU,BRA,3321,Brazil,USA,United States,2012,Import,5,39256.882,6224960,"Cast iron products, not malleable",Kg,6224960
IU,BRA,3321,Brazil,USA,United States,2013,Export,6,17926.455,454,"Cast iron products, not malleable",Item,4341901
IU,BRA,3321,Brazil,USA,United States,2013,Export,6,13428.456,3998668,"Cast iron products, not malleable",Kg,3998668
IU,BRA,3321,Brazil,USA,United States,2013,Import,5,2708.716,54944,"Cast iron products, not malleable",Item,344906
IU,BRA,3321,Brazil,USA,United States,2013,Import,5,28689.456,3933239,"Cast iron products, not malleable",Kg,3933239
IU,BRA,3321,Brazil,USA,United States,2014,Export,6,19405.933,682,"Cast iron products, not malleable",Item,5085188
IU,BRA,3321,Brazil,USA,United States,2014,Export,6,13061.314,4148355,"Cast iron products, not malleable",Kg,4148355
IU,BRA,3321,Brazil,USA,United States,2014,Import,5,2552.005,177,"Cast iron products, not malleable",Item,328353
IU,BRA,3321,Brazil,USA,United States,2014,Import,5,38971.152,5929675,"Cast iron products, not malleable",Kg,5929675
IU,BRA,3321,Brazil,USA,United States,2015,Export,6,20282.299,610,"Cast iron products, not malleable",Item,5407926
IU,BRA,3321,Brazil,USA,United States,2015,Export,6,16273.064,5296181,"Cast iron products, not malleable",Kg,5296181
IU,BRA,3321,Brazil,USA,United States,2015,Import,5,3037.985,107,"Cast iron products, not malleable",Item,520469
IU,BRA,3321,Brazil,USA,United States,2015,Import,5,37614.768,6906796,"Cast iron products, not malleable",Kg,6906796
IU,BRA,3321,Brazil,USA,United States,2016,Export,6,15673.888,683,"Cast iron products, not malleable",Item,4483381
IU,BRA,3321,Brazil,USA,United States,2016,Export,6,10735.086,4195095,"Cast iron products, not malleable",Kg,4195095
IU,BRA,3321,Brazil,USA,United States,2016,Import,5,3413.97,81,"Cast iron products, not malleable",Item,609499
IU,BRA,3321,Brazil,USA,United States,2016,Import,5,22410.779,5024904,"Cast iron products, not malleable",Kg,5024904
IU,BRA,3321,Brazil,USA,United States,2017,Export,6,22614.216,699,"Cast iron products, not malleable",Item,6362788
IU,BRA,3321,Brazil,USA,United States,2017,Export,6,9888.448,3579367.352,"Cast iron products, not malleable",Kg,3587740
IU,BRA,3321,Brazil,USA,United States,2017,Import,5,1096.562,124,"Cast iron products, not malleable",Item,0
IU,BRA,3321,Brazil,USA,United States,2017,Import,5,25541.038,5296084,"Cast iron products, not malleable",Kg,2
IU,BRA,3321,Brazil,USA,United States,2018,Export,6,19998.171,611,"Cast iron products, not malleable",Item,4897238
IU,BRA,3321,Brazil,USA,United States,2018,Export,6,13144.269,4103895.005,"Cast iron products, not malleable",Kg,4524926
IU,BRA,3321,Brazil,USA,United States,2018,Import,5,1848.309,138,"Cast iron products, not malleable",Item,191190
IU,BRA,3321,Brazil,USA,United States,2018,Import,5,16095.181,2013555,"Cast iron products, not malleable",Kg,1857139
IU,BRA,3321,Brazil,USA,United States,2019,Export,6,31664.374,867,"Cast iron products, not malleable",Item,7763040
IU,BRA,3321,Brazil,USA,United States,2019,Export,6,18490.001,4066501.403,"Cast iron products, not malleable",Kg,5909447
IU,BRA,3321,Brazil,USA,United States,2019,Import,5,1830.49,153,"Cast iron products, not malleable",Item,0
IU,BRA,3321,Brazil,USA,United States,2019,Import,5,13885.199,1542240,"Cast iron products, not malleable",Kg,13
IU,BRA,333,Brazil,USA,United States,2008,Export,6,458780.387,169616159,Smelter and refined nonferrous meta,Kg,169616159
IU,BRA,333,Brazil,USA,United States,2008,Import,5,19617.915,3903950,Smelter and refined nonferrous meta,Kg,3903950
IU,BRA,333,Brazil,USA,United States,2008,Import,5,0.139,,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2009,Export,6,383914.267,177461586,Smelter and refined nonferrous meta,Kg,177461586
IU,BRA,333,Brazil,USA,United States,2009,Import,5,25262.185,5728133,Smelter and refined nonferrous meta,Kg,5728133
IU,BRA,333,Brazil,USA,United States,2010,Export,6,383494.624,135008442,Smelter and refined nonferrous meta,Kg,135008442
IU,BRA,333,Brazil,USA,United States,2010,Import,5,27813.376,4792823,Smelter and refined nonferrous meta,Kg,4792823
IU,BRA,333,Brazil,USA,United States,2010,Import,5,0.09,,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2011,Export,6,453924.417,129380803,Smelter and refined nonferrous meta,Kg,129380803
IU,BRA,333,Brazil,USA,United States,2011,Import,5,24222.893,1489847,Smelter and refined nonferrous meta,Kg,1489847
IU,BRA,333,Brazil,USA,United States,2012,Export,6,381911.522,93197486,Smelter and refined nonferrous meta,Kg,93197486
IU,BRA,333,Brazil,USA,United States,2012,Import,5,31898.097,3775081,Smelter and refined nonferrous meta,Kg,3775081
IU,BRA,333,Brazil,USA,United States,2012,Import,5,10.68,,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2013,Export,6,391647.979,96587800,Smelter and refined nonferrous meta,Kg,96587800
IU,BRA,333,Brazil,USA,United States,2013,Import,5,59610.396,5258149,Smelter and refined nonferrous meta,Kg,5258149
IU,BRA,333,Brazil,USA,United States,2013,Import,5,0.158,,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2014,Export,6,433078.099,107853513,Smelter and refined nonferrous meta,Kg,107853513
IU,BRA,333,Brazil,USA,United States,2014,Import,5,35173.787,4338459,Smelter and refined nonferrous meta,Kg,4338459
IU,BRA,333,Brazil,USA,United States,2015,Export,6,286493.049,52928468,Smelter and refined nonferrous meta,Kg,52928468
IU,BRA,333,Brazil,USA,United States,2015,Import,5,19054.618,3162788,Smelter and refined nonferrous meta,Kg,3162788
IU,BRA,333,Brazil,USA,United States,2016,Export,6,312840.263,101483011,Smelter and refined nonferrous meta,Kg,101483011
IU,BRA,333,Brazil,USA,United States,2016,Import,5,12463.883,2041709,Smelter and refined nonferrous meta,Kg,2041709
IU,BRA,333,Brazil,USA,United States,2016,Import,5,0.043,,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2017,Export,6,458299.314,98312409.91,Smelter and refined nonferrous meta,Kg,98312410
IU,BRA,333,Brazil,USA,United States,2017,Import,5,28239.994,2722728,Smelter and refined nonferrous meta,Kg,2405583
IU,BRA,333,Brazil,USA,United States,2018,Export,6,341234.706,53339958.55,Smelter and refined nonferrous meta,Kg,53339959
IU,BRA,333,Brazil,USA,United States,2018,Export,6,357.736,0,Smelter and refined nonferrous meta,N.Q.,18413
IU,BRA,333,Brazil,USA,United States,2018,Import,5,34273.985,2960443,Smelter and refined nonferrous meta,Kg,2480402
IU,BRA,333,Brazil,USA,United States,2019,Export,6,219346.973,64460793.81,Smelter and refined nonferrous meta,Kg,64472162
IU,BRA,333,Brazil,USA,United States,2019,Export,6,1155.447,0,Smelter and refined nonferrous meta,N.Q.,
IU,BRA,333,Brazil,USA,United States,2019,Import,5,83723.496,4867677,Smelter and refined nonferrous meta,Kg,4278105
IU,BRA,3331,Brazil,USA,United States,2008,Export,6,2809.624,401150,Smelter and refined copper,Kg,401150
IU,BRA,3331,Brazil,USA,United States,2008,Import,5,1599.511,105868,Smelter and refined copper,Kg,105868
IU,BRA,3331,Brazil,USA,United States,2009,Export,6,45838.467,10097948,Smelter and refined copper,Kg,10097948
IU,BRA,3331,Brazil,USA,United States,2009,Import,5,660.451,73992,Smelter and refined copper,Kg,73992
IU,BRA,3331,Brazil,USA,United States,2010,Export,6,11413.761,1659511,Smelter and refined copper,Kg,1659511
IU,BRA,3331,Brazil,USA,United States,2010,Import,5,1663.241,148941,Smelter and refined copper,Kg,148941
IU,BRA,3331,Brazil,USA,United States,2011,Import,5,3071.708,287004,Smelter and refined copper,Kg,287004
IU,BRA,3331,Brazil,USA,United States,2012,Export,6,149.709,22547,Smelter and refined copper,Kg,22547
IU,BRA,3331,Brazil,USA,United States,2012,Import,5,2490.615,272852,Smelter and refined copper,Kg,272852
IU,BRA,3331,Brazil,USA,United States,2013,Export,6,32748.417,4067685,Smelter and refined copper,Kg,4067685
IU,BRA,3331,Brazil,USA,United States,2013,Import,5,2692.247,287100,Smelter and refined copper,Kg,287100
IU,BRA,3331,Brazil,USA,United States,2014,Export,6,209.407,26361,Smelter and refined copper,Kg,26361
IU,BRA,3331,Brazil,USA,United States,2014,Import,5,2275.856,249481,Smelter and refined copper,Kg,249481
IU,BRA,3331,Brazil,USA,United States,2015,Export,6,19.493,1336,Smelter and refined copper,Kg,1336
IU,BRA,3331,Brazil,USA,United States,2015,Import,5,1191.183,152563,Smelter and refined copper,Kg,152563
IU,BRA,3331,Brazil,USA,United States,2016,Export,6,5958.84,1257308,Smelter and refined copper,Kg,1257308
IU,BRA,3331,Brazil,USA,United States,2016,Import,5,1266.843,195904,Smelter and refined copper,Kg,195904
IU,BRA,3331,Brazil,USA,United States,2017,Export,6,19531.486,3324282.505,Smelter and refined copper,Kg,3324283
IU,BRA,3331,Brazil,USA,United States,2017,Import,5,1503.127,174479,Smelter and refined copper,Kg,92559
IU,BRA,3331,Brazil,USA,United States,2018,Export,6,1694.102,305927,Smelter and refined copper,Kg,305927
IU,BRA,3331,Brazil,USA,United States,2018,Import,5,1572.476,146496,Smelter and refined copper,Kg,58281
IU,BRA,3331,Brazil,USA,United States,2019,Export,6,22.154,1252.813,Smelter and refined copper,Kg,1421
IU,BRA,3331,Brazil,USA,United States,2019,Import,5,1505.571,176686,Smelter and refined copper,Kg,22394
IU,BRA,3334,Brazil,USA,United States,2008,Export,6,251818.553,99011672,"Unwrought aluminum, and hollow cast",Kg,99011672
IU,BRA,3334,Brazil,USA,United States,2008,Import,5,4323.9,1211633,"Unwrought aluminum, and hollow cast",Kg,1211633
IU,BRA,3334,Brazil,USA,United States,2009,Export,6,200662.419,119914973,"Unwrought aluminum, and hollow cast",Kg,119914973
IU,BRA,3334,Brazil,USA,United States,2009,Import,5,437.12,168323,"Unwrought aluminum, and hollow cast",Kg,168323
IU,BRA,3334,Brazil,USA,United States,2010,Export,6,104712.668,52771625,"Unwrought aluminum, and hollow cast",Kg,52771625
IU,BRA,3334,Brazil,USA,United States,2010,Import,5,5698.764,2264115,"Unwrought aluminum, and hollow cast",Kg,2264115
IU,BRA,3334,Brazil,USA,United States,2011,Export,6,92668.632,38016545,"Unwrought aluminum, and hollow cast",Kg,38016545
IU,BRA,3334,Brazil,USA,United States,2011,Import,5,564.222,28485,"Unwrought aluminum, and hollow cast",Kg,28485
IU,BRA,3334,Brazil,USA,United States,2012,Export,6,34214.99,16352338,"Unwrought aluminum, and hollow cast",Kg,16352338
IU,BRA,3334,Brazil,USA,United States,2012,Import,5,198.36,7063,"Unwrought aluminum, and hollow cast",Kg,7063
IU,BRA,3334,Brazil,USA,United States,2013,Export,6,39714.949,19457001,"Unwrought aluminum, and hollow cast",Kg,19457001
IU,BRA,3334,Brazil,USA,United States,2013,Import,5,569.929,54867,"Unwrought aluminum, and hollow cast",Kg,54867
IU,BRA,3334,Brazil,USA,United States,2014,Export,6,51958.753,27869467,"Unwrought aluminum, and hollow cast",Kg,27869467
IU,BRA,3334,Brazil,USA,United States,2014,Import,5,2353.192,794217,"Unwrought aluminum, and hollow cast",Kg,794217
IU,BRA,3334,Brazil,USA,United States,2015,Export,6,1173.879,652693,"Unwrought aluminum, and hollow cast",Kg,652693
IU,BRA,3334,Brazil,USA,United States,2015,Import,5,4158.506,1653167,"Unwrought aluminum, and hollow cast",Kg,1653167
IU,BRA,3334,Brazil,USA,United States,2016,Export,6,21470.861,14684902,"Unwrought aluminum, and hollow cast",Kg,14684902
IU,BRA,3334,Brazil,USA,United States,2016,Import,5,337.863,124443,"Unwrought aluminum, and hollow cast",Kg,124443
IU,BRA,3334,Brazil,USA,United States,2017,Export,6,14573.859,7357920,"Unwrought aluminum, and hollow cast",Kg,7357920
IU,BRA,3334,Brazil,USA,United States,2017,Import,5,1103.956,453482,"Unwrought aluminum, and hollow cast",Kg,453479
IU,BRA,3334,Brazil,USA,United States,2018,Export,6,4159.276,1685319.451,"Unwrought aluminum, and hollow cast",Kg,1685319
IU,BRA,3334,Brazil,USA,United States,2018,Import,5,1008.945,273740,"Unwrought aluminum, and hollow cast",Kg,173595
IU,BRA,3334,Brazil,USA,United States,2019,Export,6,97.114,50680,"Unwrought aluminum, and hollow cast",Kg,50680
IU,BRA,3334,Brazil,USA,United States,2019,Export,6,1155.447,0,"Unwrought aluminum, and hollow cast",N.Q.,
IU,BRA,3334,Brazil,USA,United States,2019,Import,5,599.639,157658,"Unwrought aluminum, and hollow cast",Kg,10
